symptoms of e coli,coli,signs of e coli,e coli symptoms,e coli,Cases
0.2,12.8,0.0,0.4,0.8,2.0
0.0,32.0,0.0,2.8,13.2,0.0
0.0,15.6,0.0,1.0,11.8,0.0
0.0,29.2,0.0,0.0,16.6,0.0
0.0,19.2,0.0,4.2,14.8,0.0
0.0,40.2,0.0,3.6,16.4,1.0
0.0,36.4,0.0,0.0,16.4,0.0
0.8,31.2,0.0,0.8,28.4,3.0
0.0,45.0,0.0,0.0,20.0,7.0
0.0,47.8,0.0,9.8,39.8,0.0
2.8,17.8,0.0,2.8,5.4,2.0
12.4,41.0,0.0,17.0,32.0,2.0
0.0,13.8,0.0,0.0,5.4,2.0
0.0,31.2,0.0,1.8,19.4,2.0
0.0,34.0,0.0,1.8,11.0,0.0
0.0,31.6,0.0,0.8,11.8,5.0
0.0,29.6,0.0,0.0,10.2,7.0
0.0,23.8,0.0,0.0,8.2,3.0
0.0,28.4,0.0,0.0,12.6,6.0
0.0,40.0,0.0,2.6,17.2,8.0
0.0,40.4,0.0,0.0,26.8,3.0
0.0,28.0,0.0,0.0,18.2,11.0
0.0,20.2,0.0,4.6,16.8,4.0
0.0,24.8,0.0,0.0,13.4,1.0
0.0,19.0,0.0,2.6,7.0,3.0
0.0,12.0,0.0,6.6,7.4,8.0
0.0,13.6,0.0,0.0,1.6,9.0
0.8,61.6,0.0,0.8,17.2,10.0
0.0,16.0,0.0,2.6,7.2,5.0
0.0,19.6,0.0,2.6,12.0,4.0
0.0,31.2,0.0,0.0,9.4,10.0
0.0,12.2,0.0,0.0,8.8,7.0
0.0,34.0,0.0,11.4,17.6,6.0
0.0,9.4,0.0,0.0,5.4,5.0
0.0,31.4,0.0,0.0,17.4,11.0
0.0,24.6,0.0,0.0,21.2,20.0
0.0,14.2,0.0,0.0,8.4,15.0
3.8,43.4,0.0,3.8,31.6,4.0
0.0,32.0,0.0,0.6,18.4,13.0
0.0,32.4,0.0,2.4,19.8,12.0
0.0,45.0,0.0,0.6,15.8,15.0
0.0,48.6,0.0,0.6,26.6,10.0
0.0,37.0,0.0,0.0,7.6,10.0
0.0,30.0,0.0,2.4,17.4,14.0
0.0,34.0,0.0,2.2,14.4,10.0
0.6,42.6,0.0,3.8,17.6,6.0
0.0,16.4,0.0,0.0,2.0,7.0
2.8,32.2,0.0,3.4,21.0,9.0
0.0,53.2,0.0,0.0,16.2,7.0
0.0,18.2,0.0,0.0,8.6,7.0
0.0,19.0,0.0,0.0,18.2,10.0
0.0,13.2,0.0,0.8,1.6,0.0
3.8,24.8,0.0,3.8,25.2,6.0
0.0,34.8,0.0,1.0,14.4,0.0
0.0,40.6,0.0,5.6,13.6,1.0
0.0,23.8,0.0,4.2,14.6,1.0
0.0,32.0,0.0,0.0,6.4,0.0
0.0,52.6,0.0,0.0,22.6,0.0
0.0,42.2,0.0,1.0,17.6,1.0
0.0,22.8,0.0,0.0,8.6,4.0
0.0,62.8,0.0,0.0,42.4,0.0
0.0,23.4,0.0,9.0,13.0,1.0
0.0,30.0,0.0,2.0,15.2,1.0
0.0,38.2,0.0,0.0,7.2,7.0
0.0,36.6,0.0,0.0,10.8,1.0
0.0,26.0,0.0,1.0,15.8,0.0
0.0,44.2,0.0,0.0,9.2,4.0
0.0,40.2,0.0,0.0,17.8,2.0
1.0,34.0,1.0,1.0,13.4,5.0
0.0,25.0,0.0,0.0,19.2,3.0
2.0,45.2,0.0,2.0,24.6,8.0
0.0,24.0,0.0,1.0,9.2,3.0
4.0,26.2,0.0,4.0,8.6,5.0
5.2,45.6,0.0,5.2,29.8,0.0
0.0,44.4,0.0,0.0,15.6,5.0
4.2,36.2,0.0,4.2,26.6,5.0
0.0,49.4,0.0,4.4,15.2,2.0
7.4,41.6,0.0,11.8,21.0,15.0
0.0,22.6,0.0,0.0,15.8,13.0
1.0,29.0,0.0,1.0,17.8,8.0
1.0,41.8,0.0,5.2,13.4,7.0
1.0,33.2,0.0,1.0,16.2,4.0
0.0,30.8,0.0,6.0,16.8,14.0
0.0,47.2,0.0,0.0,19.8,17.0
1.0,27.0,0.0,7.4,18.6,12.0
0.0,41.0,0.0,12.4,27.2,9.0
4.2,29.0,0.0,9.4,15.8,27.0
1.0,37.8,0.0,1.0,17.0,10.0
0.0,26.6,0.0,0.0,19.2,5.0
0.0,35.8,0.0,4.8,9.2,15.0
0.0,44.6,0.0,4.0,22.4,22.0
0.0,37.6,0.0,6.4,18.8,25.0
0.0,30.6,0.0,0.8,13.4,20.0
0.0,52.6,0.0,3.8,17.0,50.0
1.6,33.4,0.0,1.6,17.0,15.0
0.0,39.0,0.0,4.2,21.2,16.0
0.0,44.6,0.0,7.2,31.8,24.0
0.0,16.8,0.0,0.0,10.2,19.0
0.0,33.6,0.0,0.0,21.4,36.0
0.0,28.8,0.0,0.8,12.2,18.0
0.0,32.0,0.0,3.6,11.6,16.0
0.0,21.6,0.0,1.6,12.6,6.0
0.0,26.4,0.0,4.6,19.8,16.0
0.0,17.2,0.0,1.0,9.6,3.0
0.0,13.6,0.0,5.6,7.4,4.0
3.8,12.6,0.0,4.8,8.8,5.0
0.0,14.8,0.0,0.8,10.8,1.0
0.0,23.8,0.0,2.2,13.4,1.0
0.6,46.2,0.0,4.4,11.0,6.0
0.0,23.2,0.0,0.0,9.6,4.0
10.0,51.4,0.0,10.6,32.4,4.0
3.2,35.6,0.0,4.0,25.0,5.0
0.0,29.8,0.0,0.6,11.4,3.0
0.6,21.8,0.0,0.6,14.2,3.0
0.0,38.2,0.0,1.4,11.2,6.0
0.0,20.8,0.0,1.0,6.8,8.0
0.0,38.6,0.0,0.0,17.0,2.0
0.0,23.2,0.0,3.2,12.2,11.0
0.0,21.4,0.0,0.6,12.4,3.0
0.0,33.6,0.0,6.8,23.8,4.0
0.0,32.0,0.0,0.6,16.4,2.0
0.0,23.8,0.0,1.2,7.6,2.0
0.0,30.4,0.0,3.6,21.4,4.0
1.2,30.6,0.0,1.8,13.2,11.0
0.0,25.0,0.0,0.0,6.4,2.0
3.4,15.8,0.0,4.0,8.6,6.0
0.0,32.8,0.0,0.0,10.4,12.0
0.0,24.8,0.0,3.6,11.2,4.0
0.0,33.4,0.0,0.0,26.2,5.0
0.0,33.0,0.0,8.4,14.8,5.0
0.6,59.6,0.0,1.4,37.2,12.0
0.6,20.4,0.0,1.2,9.6,9.0
0.0,13.8,0.0,0.6,6.4,12.0
0.0,24.0,0.0,0.0,18.4,19.0
0.0,19.8,0.0,0.6,12.6,9.0
0.0,27.8,0.0,1.2,18.8,11.0
10.8,34.0,0.0,15.2,24.6,10.0
0.4,18.0,0.0,0.4,14.0,21.0
0.0,8.2,0.0,0.0,3.6,17.0
0.0,27.6,0.0,0.6,16.0,15.0
0.6,27.8,0.6,0.6,22.2,20.0
3.2,40.0,0.0,3.8,10.0,23.0
0.0,29.0,0.0,0.8,10.6,18.0
0.0,25.4,0.0,0.6,7.2,28.0
0.0,34.8,0.0,0.6,10.4,26.0
3.0,44.4,0.0,3.0,16.4,2.0
0.0,37.0,0.0,3.0,17.6,17.0
0.0,21.6,0.0,0.6,11.2,20.0
0.0,42.2,0.0,2.8,22.8,17.0
0.0,22.6,0.0,0.6,10.6,7.0
0.6,23.4,0.0,1.2,10.2,7.0
3.2,35.2,0.0,3.2,9.4,15.0
0.4,65.8,0.0,3.8,33.8,1.0
0.6,31.0,0.0,1.4,10.8,10.0
8.8,30.8,0.0,8.8,21.4,5.0
0.0,22.0,0.0,0.6,13.2,11.0
0.0,9.8,0.0,1.4,6.4,8.0
3.2,33.2,0.0,6.8,24.8,0.0
0.0,31.6,0.0,0.0,20.4,0.0
1.0,43.8,0.0,9.6,28.2,2.0
0.0,46.4,0.0,6.6,23.0,4.0
0.0,44.0,0.0,0.6,23.0,2.0
3.0,43.0,0.0,3.0,17.8,11.0
5.6,50.6,0.0,5.6,29.4,3.0
3.0,29.8,0.0,3.0,18.6,3.0
0.0,46.0,0.0,0.0,19.2,1.0
0.6,57.6,0.0,1.0,26.4,5.0
3.0,34.4,0.0,6.2,17.4,11.0
0.0,34.4,0.0,0.6,9.0,4.0
8.2,64.4,0.0,13.6,35.6,4.0
0.0,42.6,0.0,3.8,16.4,7.0
0.0,61.4,0.0,25.2,41.2,4.0
0.0,57.4,0.0,4.0,33.4,14.0
0.6,51.2,0.0,1.0,24.0,25.0
0.0,54.6,0.0,1.0,29.8,6.0
5.8,41.4,0.0,10.0,28.0,5.0
0.6,58.4,0.0,8.8,27.8,7.0
3.8,44.4,0.0,4.2,29.2,10.0
0.6,47.8,0.0,9.8,33.6,6.0
0.0,37.8,0.0,7.2,25.2,7.0
0.0,53.6,0.0,1.0,29.2,24.0
0.6,37.0,0.0,0.6,16.8,5.0
0.0,10.4,0.0,1.0,3.0,18.0
3.2,51.8,0.0,4.6,25.8,14.0
0.0,49.8,0.0,3.0,31.0,18.0
0.0,37.8,0.0,9.4,26.8,38.0
3.0,49.0,0.0,3.4,16.0,9.0
0.0,40.2,0.0,11.8,27.6,28.0
3.4,47.0,0.0,17.2,31.0,14.0
4.8,34.0,3.0,11.2,25.4,20.0
3.0,31.4,0.4,3.8,18.4,17.0
8.8,39.0,0.0,9.2,20.0,6.0
0.0,36.4,0.0,0.0,16.0,16.0
0.8,34.6,0.0,1.4,13.4,24.0
3.2,50.6,0.0,10.6,28.8,24.0
3.2,44.2,0.0,3.2,15.2,9.0
0.0,25.0,0.0,0.8,14.6,22.0
0.4,57.4,0.0,6.0,31.4,28.0
0.0,35.6,0.0,3.2,18.6,32.0
0.0,35.8,0.0,8.2,23.8,20.0
0.0,53.6,0.0,8.8,27.8,16.0
7.8,53.2,0.0,8.2,27.6,9.0
0.0,41.4,0.0,1.2,23.4,16.0
0.0,32.6,0.0,3.2,10.6,8.0
0.0,42.2,0.0,6.8,22.0,14.0
0.4,41.8,0.0,5.4,27.6,17.0
0.0,29.0,0.0,5.6,13.6,16.0
0.4,23.4,0.0,12.0,17.8,8.0
4.6,36.2,0.0,5.0,15.4,21.0
0.2,25.0,0.2,0.6,17.2,13.0
0.2,29.6,0.0,2.0,13.8,4.0
0.8,14.4,0.0,1.2,7.8,2.0
0.0,14.0,0.0,1.0,8.8,8.0
0.0,17.6,0.0,2.4,13.4,6.0
0.0,35.0,0.0,1.2,16.6,3.0
1.2,28.2,0.0,1.2,9.2,5.0
0.2,14.4,0.0,0.6,4.8,5.0
0.6,14.6,0.0,1.6,7.2,2.0
0.8,27.0,0.0,2.4,23.4,1.0
0.2,8.8,0.0,1.4,5.6,6.0
2.8,30.2,0.2,3.2,23.0,4.0
0.2,10.4,0.0,0.4,5.4,9.0
1.0,21.6,0.0,2.0,17.2,6.0
0.0,21.8,0.0,2.0,15.0,8.0
1.0,11.6,0.0,1.4,7.2,9.0
0.4,20.2,0.0,1.0,6.4,6.0
0.4,27.0,0.0,2.8,18.8,8.0
0.0,19.8,0.6,0.8,6.4,7.0
0.0,14.0,0.0,1.0,6.2,8.0
0.2,23.2,0.0,2.6,19.0,12.0
1.2,85.2,0.0,3.6,73.6,14.0
1.6,78.4,0.0,4.2,67.2,13.0
0.0,32.8,0.0,13.4,28.2,2.0
2.6,33.4,0.0,3.6,10.6,19.0
0.4,29.0,0.2,2.8,22.6,19.0
0.8,9.6,0.2,1.2,6.8,10.0
0.0,26.2,0.0,0.2,21.0,7.0
2.0,38.8,0.0,2.0,32.0,9.0
0.2,18.6,0.0,1.2,15.4,10.0
2.2,23.2,0.0,3.8,18.4,12.0
0.6,38.0,0.0,1.0,33.8,15.0
3.6,28.4,0.0,9.2,20.0,4.0
0.2,21.0,0.0,5.0,19.0,20.0
0.0,9.6,0.0,1.8,6.4,4.0
3.4,24.0,0.0,4.2,9.0,10.0
0.8,26.8,0.0,2.8,16.8,21.0
0.0,20.4,0.0,4.6,13.6,1.0
0.6,30.0,0.0,0.8,21.8,7.0
0.2,21.6,0.2,9.6,15.8,23.0
0.2,24.6,0.0,1.0,18.4,17.0
0.2,20.2,0.0,2.4,14.0,12.0
0.2,19.6,0.0,3.6,9.0,18.0
4.4,18.4,0.2,5.2,10.8,10.0
0.0,13.2,0.0,0.8,9.4,9.0
0.8,23.6,0.0,2.0,14.8,15.0
0.0,27.0,0.0,1.2,20.2,8.0
8.6,37.4,0.0,9.2,16.4,10.0
0.0,18.8,0.0,0.2,8.2,17.0
0.2,19.0,0.0,0.4,7.4,15.0
0.8,25.6,0.2,1.0,22.8,1.0
0.0,4.4,0.0,0.8,3.4,6.0
0.6,16.8,0.0,1.6,8.0,0.0
0.4,15.4,0.0,1.8,10.4,4.0
0.8,39.8,0.6,2.6,11.2,0.0
1.0,31.4,0.0,4.0,26.4,0.0
1.0,40.6,0.0,6.6,28.2,3.0
0.6,29.4,0.0,1.8,18.6,4.0
0.6,29.6,0.0,1.6,20.4,1.0
0.0,39.8,0.0,1.4,30.2,2.0
0.6,41.2,0.6,2.0,20.0,4.0
0.4,24.0,0.0,0.6,15.4,3.0
0.0,14.8,0.0,1.0,9.2,0.0
1.2,36.2,0.4,10.8,30.0,6.0
0.4,19.2,0.0,1.8,11.6,0.0
0.6,35.2,0.0,2.2,24.8,6.0
0.4,27.2,0.4,2.8,19.6,3.0
1.2,32.6,0.0,2.4,21.0,5.0
0.2,17.4,0.2,1.6,12.2,4.0
0.4,30.0,0.0,0.8,20.8,6.0
0.0,25.2,0.0,2.0,18.4,0.0
0.6,25.6,0.0,1.2,11.8,3.0
0.2,30.6,0.0,1.4,14.6,1.0
1.0,30.6,0.0,1.6,22.4,12.0
0.8,38.0,0.0,3.0,32.2,1.0
0.0,34.2,0.0,1.8,18.0,15.0
0.0,18.8,0.0,4.8,14.4,2.0
0.4,21.8,0.0,1.8,13.4,3.0
0.8,22.8,0.0,4.0,16.2,2.0
0.6,35.4,0.2,1.8,29.2,6.0
2.4,59.0,1.0,9.0,52.2,3.0
0.0,18.6,0.0,1.6,11.8,12.0
0.2,19.0,0.0,0.8,14.8,14.0
0.4,17.2,0.0,1.8,12.0,9.0
2.0,29.6,0.0,7.8,21.6,17.0
0.0,18.0,0.0,2.2,14.4,14.0
0.6,20.8,0.6,2.0,15.8,6.0
1.0,21.2,0.0,3.4,15.0,19.0
1.4,36.2,0.4,8.6,21.0,25.0
8.0,48.6,0.6,9.8,29.6,3.0
0.8,27.0,0.0,2.8,16.4,12.0
0.8,45.2,0.6,2.0,26.8,2.0
0.0,34.2,0.0,8.6,25.2,25.0
0.6,43.6,0.0,12.6,31.8,4.0
0.4,30.6,0.0,2.4,18.2,5.0
0.8,27.4,0.0,2.8,12.2,17.0
1.2,34.0,0.0,2.8,22.0,7.0
0.6,30.6,0.0,1.4,19.0,10.0
4.0,28.0,0.0,5.6,15.8,6.0
0.0,29.2,0.0,1.8,20.2,1.0
0.6,20.6,0.0,1.4,8.8,5.0
0.0,26.8,0.0,1.4,20.0,5.0
0.6,14.2,0.0,1.2,5.8,3.0
0.4,14.4,0.0,2.6,7.8,7.0
0.0,24.8,0.0,0.6,16.4,0.0
0.2,22.2,0.0,4.2,13.4,0.0
0.4,22.6,0.0,1.0,14.4,1.0
0.0,44.8,0.2,0.6,21.0,3.0
0.2,48.8,0.0,3.6,33.4,8.0
1.2,36.4,0.0,10.0,27.8,2.0
0.2,59.2,0.0,5.4,39.8,2.0
0.4,36.0,0.0,0.6,25.8,3.0
0.2,37.4,0.2,4.8,21.8,3.0
3.4,44.0,0.0,5.4,27.2,7.0
0.8,36.4,0.0,2.0,20.8,4.0
1.6,45.4,0.0,7.6,37.6,6.0
2.6,45.2,0.0,9.8,29.4,3.0
1.2,41.8,0.0,2.4,25.0,5.0
3.0,31.6,0.0,5.8,19.6,0.0
4.4,43.8,0.4,8.8,33.0,2.0
0.2,42.8,3.0,2.4,22.6,10.0
0.2,40.6,0.0,1.2,31.4,11.0
0.2,38.2,0.0,5.8,27.6,7.0
0.0,29.4,0.0,1.4,23.4,5.0
3.4,23.0,0.2,6.6,15.0,5.0
9.2,42.0,0.0,15.2,30.2,5.0
0.8,26.2,0.0,5.0,13.0,20.0
0.8,45.8,0.0,7.6,40.0,4.0
0.8,31.6,0.0,3.6,23.0,16.0
2.4,36.2,0.0,3.2,23.6,12.0
0.0,34.2,0.0,4.4,18.6,7.0
6.2,31.6,0.4,6.2,22.2,14.0
0.2,34.8,0.0,10.4,23.6,15.0
1.6,37.6,0.0,3.8,27.4,15.0
1.6,38.2,0.2,6.6,25.6,23.0
0.2,23.6,0.0,1.6,8.2,25.0
1.0,37.0,0.0,1.4,16.8,21.0
0.8,36.6,0.2,2.2,22.0,18.0
0.0,40.2,0.0,1.6,22.6,20.0
0.4,45.0,0.0,10.0,32.0,3.0
0.0,33.2,0.0,2.4,19.6,26.0
2.2,48.4,0.2,5.8,28.0,17.0
1.0,48.0,0.0,1.6,28.8,42.0
0.0,39.4,0.0,2.0,24.6,17.0
1.0,41.4,0.0,7.6,22.8,22.0
0.0,31.2,0.0,7.0,14.4,31.0
0.2,36.4,0.0,3.6,13.0,10.0
2.2,39.2,0.0,4.0,24.6,22.0
2.4,52.6,0.8,7.6,33.2,12.0
1.0,39.8,0.2,1.8,23.0,13.0
0.2,34.8,0.0,5.0,25.2,7.0
0.2,43.8,0.0,1.8,17.0,8.0
3.4,43.4,0.0,6.6,25.4,3.0
1.0,40.0,0.0,2.8,28.8,2.0
0.0,16.4,0.0,0.4,8.2,12.0
1.6,12.6,0.0,3.4,9.2,8.0
0.0,30.0,0.0,7.0,19.2,1.0
0.6,11.2,0.0,1.4,6.2,0.0
0.0,36.4,0.2,0.6,31.6,0.0
0.0,23.6,0.0,1.0,15.6,1.0
0.0,29.2,0.0,0.4,10.8,5.0
0.2,40.6,0.0,0.8,35.0,5.0
0.0,39.8,0.0,1.2,18.4,0.0
0.0,18.6,0.0,0.6,7.8,1.0
0.2,26.0,0.0,1.2,14.8,2.0
0.4,25.2,0.0,1.6,14.6,10.0
0.2,21.2,0.0,1.2,14.6,4.0
0.4,25.8,0.0,1.4,22.0,4.0
0.4,42.8,0.0,0.8,30.8,4.0
0.4,43.8,0.0,0.6,38.2,2.0
0.4,25.4,0.0,1.8,14.6,1.0
6.0,37.6,0.0,6.6,27.4,9.0
0.2,29.6,0.0,0.2,12.2,0.0
0.0,21.2,0.0,0.8,10.0,13.0
0.4,24.6,0.0,0.4,13.2,5.0
2.4,80.0,0.2,9.0,71.0,2.0
1.0,36.6,0.2,3.8,31.0,6.0
0.2,21.6,0.0,1.0,13.2,2.0
0.8,32.2,0.0,9.2,21.2,18.0
0.0,30.8,0.0,0.6,20.4,4.0
0.0,10.8,0.0,0.2,5.4,5.0
0.0,20.4,0.0,0.2,17.4,10.0
0.2,32.6,0.0,1.2,28.0,3.0
0.6,16.6,0.0,0.6,13.2,5.0
0.2,25.0,0.0,0.4,17.6,1.0
0.2,28.2,0.0,8.6,23.6,24.0
0.0,21.8,0.0,1.6,14.2,14.0
0.2,21.2,0.2,1.2,13.2,7.0
0.0,20.8,0.2,1.2,13.4,9.0
0.0,12.0,0.0,0.8,9.6,8.0
0.2,27.4,0.0,9.0,24.4,13.0
0.4,29.2,0.0,2.6,22.4,0.0
0.4,28.4,0.2,2.6,20.4,5.0
0.0,28.6,0.0,0.6,22.4,1.0
0.0,51.4,0.0,2.4,30.2,38.0
0.2,22.2,0.0,1.0,17.2,3.0
0.4,30.4,0.0,1.6,22.8,10.0
0.2,31.4,0.0,4.6,23.6,13.0
0.0,31.0,0.0,0.8,20.4,21.0
0.0,25.4,0.0,8.6,18.8,5.0
0.2,26.4,0.2,8.6,17.2,16.0
0.6,30.2,0.0,1.4,20.6,14.0
0.0,20.4,0.0,0.6,9.0,1.0
7.2,21.4,0.0,7.4,14.8,0.0
0.2,27.6,0.0,7.6,21.8,23.0
0.0,22.8,0.0,0.6,17.8,5.0
0.0,13.0,0.0,0.6,4.6,8.0
0.0,23.4,0.0,0.6,12.4,0.0
0.0,7.4,0.0,0.4,2.4,2.0
0.0,7.2,0.0,0.0,4.0,2.0
0.4,9.6,0.0,2.4,4.8,1.0
0.0,9.6,0.0,0.2,5.8,3.0
0.2,8.4,0.0,0.6,5.4,2.0
1.6,12.4,0.0,2.2,10.0,0.0
6.2,15.4,0.0,6.4,11.2,0.0
0.0,8.4,0.0,0.2,5.0,2.0
0.0,30.6,0.0,1.8,25.4,0.0
0.0,11.4,0.2,0.4,5.6,5.0
0.0,7.4,0.0,0.6,4.0,7.0
0.2,10.6,0.0,2.2,4.2,6.0
0.0,16.8,0.0,1.0,6.0,9.0
0.0,14.6,0.0,0.4,9.8,2.0
0.0,10.8,0.0,0.0,5.4,1.0
0.0,10.8,0.0,0.8,6.2,0.0
0.0,21.0,0.0,0.2,12.6,0.0
0.0,11.2,0.0,0.2,6.2,3.0
6.6,19.4,0.0,9.0,14.8,2.0
0.0,12.4,0.0,0.4,6.8,0.0
0.4,15.4,0.0,7.2,12.2,35.0
0.0,23.0,0.0,2.2,18.6,3.0
0.2,8.2,0.0,0.6,7.0,1.0
0.0,5.6,0.0,0.2,2.2,0.0
0.4,22.8,0.0,10.0,19.6,8.0
0.4,9.4,0.0,1.2,7.2,37.0
0.6,16.0,0.0,0.8,8.0,8.0
0.2,8.2,0.0,1.4,3.8,18.0
0.4,8.8,0.0,0.8,6.8,31.0
0.2,23.4,0.0,0.8,13.2,2.0
0.0,9.0,0.0,0.4,6.0,7.0
0.0,10.4,0.0,0.8,6.8,7.0
0.0,7.2,0.0,0.4,5.2,40.0
0.0,20.4,0.0,0.6,18.2,14.0
0.0,7.6,0.0,0.4,5.4,31.0
0.4,11.8,0.0,1.2,10.0,4.0
0.0,5.8,0.0,0.6,4.6,8.0
0.2,15.6,0.0,0.6,14.2,2.0
0.4,9.8,0.0,1.0,7.0,57.0
0.2,8.8,0.0,0.6,6.6,4.0
0.2,14.4,0.0,0.2,11.6,1.0
0.4,8.0,0.0,1.0,5.2,5.0
0.2,29.4,0.2,1.4,16.4,23.0
5.4,80.0,0.2,14.0,70.4,23.0
0.4,22.0,0.0,4.4,14.2,4.0
1.0,16.2,0.0,1.8,12.0,3.0
0.6,45.2,0.0,4.4,34.6,2.0
1.0,51.8,0.6,10.6,42.8,1.0
1.2,30.0,0.0,3.0,26.6,2.0
1.0,18.4,0.0,2.8,11.8,1.0
0.6,35.0,0.2,9.6,32.8,1.0
0.2,14.4,0.0,2.0,6.4,14.0
5.4,43.8,0.0,8.4,33.6,1.0
2.0,46.2,0.2,6.2,36.6,0.0
1.0,55.8,0.0,5.2,38.8,2.0
2.6,47.2,0.0,7.8,36.2,2.0
1.4,56.8,0.0,2.4,41.2,0.0
1.2,45.8,0.2,2.0,32.4,0.0
2.0,62.8,0.2,4.6,42.6,0.0
0.4,43.8,0.0,5.0,37.2,0.0
0.0,34.6,0.2,1.2,24.0,2.0
0.0,46.0,0.0,2.0,25.6,1.0
1.0,29.8,0.0,2.4,18.4,2.0
1.0,39.4,0.0,4.4,27.2,1.0
0.0,38.6,0.0,7.4,31.6,4.0
1.0,36.0,0.0,3.0,28.6,22.0
1.0,33.8,0.0,2.4,23.0,8.0
1.6,33.2,0.2,3.0,31.8,3.0
2.0,44.4,0.0,3.8,34.6,5.0
1.0,30.6,0.0,1.4,21.8,2.0
1.0,33.6,0.0,2.4,29.4,1.0
0.0,27.8,1.0,0.8,18.8,1.0
0.2,44.8,0.0,4.0,29.8,1.0
4.4,61.6,1.2,13.4,54.6,0.0
4.2,52.2,0.2,18.4,35.6,0.0
1.0,44.6,0.8,8.0,35.4,37.0
1.0,37.4,0.0,4.0,25.4,1.0
0.2,44.4,0.0,1.2,32.0,12.0
3.2,41.8,0.0,5.6,32.4,2.0
6.8,49.6,0.2,21.8,40.4,8.0
2.8,34.4,0.0,5.8,25.0,6.0
1.2,43.8,0.0,2.2,26.4,6.0
2.8,33.0,0.2,4.4,20.6,17.0
1.2,34.8,0.0,3.4,26.8,9.0
0.4,20.8,0.0,2.0,15.8,8.0
0.4,25.0,0.0,3.8,14.4,11.0
3.6,23.2,0.0,6.6,18.8,3.0
0.8,28.8,1.0,2.8,15.8,23.0
1.0,59.6,1.0,7.6,43.6,0.0
1.2,33.2,0.0,3.6,20.6,48.0
1.8,43.6,0.0,4.2,35.6,6.0
1.4,42.8,0.2,2.8,34.6,7.0
0.2,48.8,0.0,2.4,35.2,2.0
0.0,35.4,0.0,1.4,28.8,15.0
0.4,29.6,0.0,2.4,23.0,6.0
1.4,51.6,0.0,2.4,45.6,3.0
1.6,55.2,0.0,5.6,38.0,27.0
0.0,51.4,0.0,8.4,45.2,9.0
2.2,26.8,0.0,2.4,18.0,2.0
0.0,38.4,0.0,1.6,23.8,2.0
3.6,42.2,0.0,5.2,30.0,12.0
1.4,21.6,0.0,5.6,16.6,6.0
0.0,31.8,0.0,8.4,26.6,9.0
1.2,20.6,0.2,4.4,16.2,0.0
0.2,33.4,0.0,0.6,29.2,20.0
1.0,21.2,0.0,1.2,10.2,20.0
0.6,37.6,0.0,6.8,26.2,21.0
0.2,18.8,0.0,0.2,12.2,21.0
0.0,24.0,1.0,0.2,20.8,21.0
0.6,21.2,0.4,8.8,18.2,22.0
1.0,18.6,1.0,1.2,16.0,22.0
0.6,36.8,0.0,2.0,25.4,23.0
0.0,34.4,0.4,1.8,25.6,23.0
